calculated_host_listings_count,neighbourhood_group_Manhattan,room_type_Private room,room_type_Shared room,price
0.09815950920245399,1.0,0.0,0.0,190
0.0,1.0,0.0,0.0,99
0.0,0.0,1.0,0.0,50
0.0,1.0,1.0,0.0,100
0.006134969325153375,0.0,1.0,0.0,84
0.0,1.0,1.0,0.0,85
0.0,0.0,0.0,0.0,100
0.0,0.0,0.0,0.0,150
0.0,0.0,0.0,0.0,80
0.024539877300613498,0.0,1.0,0.0,50
0.006134969325153375,0.0,1.0,0.0,65
0.0,1.0,0.0,0.0,160
0.0,0.0,0.0,0.0,149
0.0,1.0,1.0,0.0,125
0.0,1.0,0.0,0.0,890
0.0,0.0,0.0,0.0,69
0.003067484662576687,1.0,1.0,0.0,79
0.0,1.0,0.0,0.0,115
0.0,0.0,0.0,0.0,180
0.0,0.0,1.0,0.0,70
0.012269938650306749,0.0,1.0,0.0,57
0.0,1.0,0.0,0.0,199
0.0,1.0,1.0,0.0,75
0.0,0.0,1.0,0.0,65
0.0,1.0,0.0,0.0,250
0.0,0.0,1.0,0.0,102
0.0,0.0,1.0,0.0,75
0.0,1.0,0.0,0.0,550
0.0,1.0,0.0,0.0,500
0.0,1.0,0.0,0.0,190
0.009202453987730062,0.0,0.0,0.0,110
0.018404907975460124,1.0,1.0,0.0,100
0.0,0.0,1.0,0.0,52
0.0,0.0,0.0,0.0,250
0.0,1.0,1.0,0.0,175
0.012269938650306749,0.0,0.0,0.0,150
0.0,0.0,1.0,0.0,99
0.003067484662576687,0.0,0.0,0.0,125
0.0,0.0,1.0,0.0,70
0.0,0.0,1.0,0.0,49
0.0,1.0,0.0,0.0,200
0.0,1.0,1.0,0.0,49
0.003067484662576687,0.0,1.0,0.0,75
0.3680981595092025,1.0,0.0,0.0,239
0.0,0.0,1.0,0.0,55
0.003067484662576687,0.0,1.0,0.0,55
0.0,1.0,1.0,0.0,55
0.0,1.0,0.0,0.0,110
0.009202453987730062,0.0,0.0,0.0,2000
0.0,0.0,1.0,0.0,59
0.0,0.0,0.0,0.0,115
0.0,0.0,0.0,0.0,160
0.0,1.0,1.0,0.0,37
0.0,0.0,0.0,0.0,145
0.006134969325153375,0.0,1.0,0.0,80
0.0,0.0,0.0,0.0,82
0.0,0.0,1.0,0.0,50
0.0,0.0,0.0,0.0,200
0.0,1.0,0.0,0.0,160
0.0,0.0,0.0,0.0,169
0.0,0.0,0.0,0.0,210
0.0,1.0,0.0,0.0,525
0.0,0.0,1.0,0.0,50
0.0,0.0,0.0,0.0,120
0.02147239263803681,1.0,1.0,0.0,84
0.0,0.0,0.0,0.0,113
0.0,1.0,0.0,0.0,200
0.0,1.0,0.0,0.0,150
0.0,1.0,0.0,0.0,350
0.0,1.0,0.0,0.0,800
0.003067484662576687,0.0,1.0,0.0,159
0.0,0.0,0.0,0.0,75
0.0,1.0,0.0,0.0,140
0.0,1.0,1.0,0.0,55
0.0,1.0,1.0,0.0,80
0.0,0.0,1.0,0.0,54
0.0,0.0,0.0,0.0,350
0.003067484662576687,0.0,1.0,0.0,70
0.015337423312883437,0.0,0.0,1.0,25
0.0,0.0,0.0,0.0,155
0.006134969325153375,1.0,1.0,0.0,115
0.0,0.0,1.0,0.0,90
0.003067484662576687,0.0,1.0,0.0,50
0.0,1.0,0.0,0.0,220
0.0,1.0,0.0,0.0,190
0.006134969325153375,0.0,1.0,0.0,49
0.0,0.0,1.0,0.0,57
0.003067484662576687,1.0,1.0,0.0,49
0.0,1.0,0.0,0.0,900
0.0,1.0,0.0,0.0,1500
0.0,1.0,0.0,0.0,150
0.009202453987730062,1.0,1.0,0.0,69
0.0,1.0,0.0,0.0,110
0.0,0.0,0.0,0.0,115
0.003067484662576687,0.0,1.0,0.0,750
0.009202453987730062,0.0,1.0,0.0,95
0.003067484662576687,0.0,1.0,0.0,80
0.0,1.0,0.0,0.0,198
0.0,1.0,1.0,0.0,95
0.0,0.0,0.0,0.0,136
0.0,1.0,1.0,0.0,180
0.003067484662576687,0.0,0.0,0.0,130
0.0,1.0,0.0,0.0,195
0.0,0.0,1.0,0.0,60
0.0,1.0,0.0,0.0,185
0.0,0.0,0.0,0.0,80
0.0,1.0,1.0,0.0,80
0.0,1.0,0.0,0.0,175
0.1411042944785276,1.0,1.0,0.0,62
0.0,0.0,0.0,0.0,250
0.02147239263803681,1.0,0.0,0.0,275
0.0,0.0,0.0,0.0,94
0.0,1.0,0.0,0.0,136
0.003067484662576687,1.0,1.0,0.0,95
0.006134969325153375,0.0,1.0,0.0,69
0.0,0.0,1.0,0.0,42
0.0,1.0,0.0,0.0,320
0.0,0.0,1.0,0.0,62
0.0,0.0,0.0,0.0,90
0.0,1.0,0.0,0.0,190
0.003067484662576687,1.0,1.0,0.0,155
0.0,0.0,1.0,0.0,49
0.0,1.0,1.0,0.0,60
0.0,0.0,1.0,0.0,60
0.003067484662576687,0.0,0.0,0.0,120
0.0,1.0,0.0,0.0,139
0.0,1.0,0.0,0.0,350
0.0,1.0,0.0,0.0,290
0.0,0.0,1.0,0.0,45
0.09202453987730062,1.0,0.0,0.0,125
0.0,0.0,0.0,0.0,80
0.0,0.0,0.0,0.0,149
0.006134969325153375,0.0,0.0,1.0,37
0.0,0.0,0.0,0.0,149
0.0,1.0,1.0,0.0,112
0.0,0.0,0.0,0.0,175
0.027607361963190184,0.0,0.0,1.0,40
0.0,1.0,0.0,0.0,221
0.0,0.0,0.0,0.0,300
0.003067484662576687,0.0,1.0,0.0,75
0.0,1.0,0.0,0.0,195
0.0,0.0,0.0,0.0,120
0.0,1.0,0.0,0.0,260
0.0,1.0,1.0,0.0,150
0.09815950920245399,1.0,0.0,0.0,287
0.006134969325153375,0.0,0.0,0.0,172
0.003067484662576687,0.0,1.0,0.0,47
0.0,1.0,1.0,0.0,89
0.0,0.0,0.0,0.0,160
0.0736196319018405,0.0,1.0,0.0,48
0.0,1.0,1.0,0.0,205
0.0,1.0,0.0,0.0,300
0.0,0.0,0.0,0.0,115
0.0,1.0,0.0,0.0,700
0.0,1.0,0.0,0.0,130
0.0,1.0,1.0,0.0,42
0.006134969325153375,1.0,1.0,0.0,80
0.0,0.0,0.0,0.0,78
0.003067484662576687,0.0,0.0,0.0,100
0.0,1.0,1.0,0.0,120
0.003067484662576687,0.0,1.0,0.0,55
0.0,0.0,0.0,0.0,225
0.0,0.0,1.0,0.0,100
0.7085889570552147,1.0,0.0,0.0,244
0.006134969325153375,1.0,1.0,0.0,75
0.0,0.0,0.0,0.0,99
0.0,0.0,1.0,0.0,70
0.0,1.0,0.0,0.0,200
0.0,1.0,0.0,0.0,150
0.009202453987730062,0.0,1.0,0.0,89
0.0,1.0,0.0,0.0,225
0.003067484662576687,0.0,1.0,0.0,120
0.0,0.0,0.0,0.0,150
0.003067484662576687,0.0,0.0,0.0,105
0.0,1.0,0.0,0.0,250
0.0,1.0,0.0,0.0,275
0.0,0.0,1.0,0.0,100
0.0,1.0,1.0,0.0,100
0.0,1.0,0.0,0.0,200
0.0,0.0,0.0,0.0,160
0.0,0.0,1.0,0.0,90
0.012269938650306749,1.0,0.0,0.0,120
0.003067484662576687,0.0,0.0,0.0,200
0.0,1.0,1.0,0.0,45
0.0,1.0,1.0,0.0,999
0.006134969325153375,0.0,1.0,0.0,125
0.0,0.0,1.0,0.0,60
0.0,0.0,0.0,0.0,120
0.0,0.0,1.0,0.0,41
0.14723926380368096,1.0,0.0,0.0,285
0.018404907975460124,0.0,0.0,1.0,30
0.0,1.0,0.0,0.0,125
0.0,0.0,1.0,0.0,70
0.006134969325153375,1.0,0.0,0.0,300
0.006134969325153375,0.0,1.0,0.0,85
0.0,1.0,0.0,0.0,349
0.006134969325153375,0.0,1.0,0.0,125
0.0,1.0,0.0,0.0,300
0.0,1.0,1.0,0.0,99
0.0,1.0,0.0,0.0,250
0.1411042944785276,1.0,1.0,0.0,75
0.0,0.0,0.0,0.0,100
0.0,0.0,0.0,0.0,75
0.0,0.0,0.0,0.0,95
0.0,0.0,1.0,0.0,65
0.006134969325153375,1.0,1.0,0.0,110
0.0,0.0,0.0,0.0,158
0.0,0.0,0.0,0.0,99
0.0,0.0,0.0,0.0,110
0.015337423312883437,0.0,1.0,0.0,120
0.006134969325153375,0.0,1.0,0.0,150
0.0,1.0,0.0,0.0,175
0.003067484662576687,0.0,1.0,0.0,65
0.003067484662576687,0.0,1.0,0.0,100
0.0,1.0,0.0,0.0,198
0.009202453987730062,0.0,1.0,0.0,59
0.0,1.0,1.0,0.0,90
0.012269938650306749,1.0,1.0,0.0,100
0.0,0.0,0.0,0.0,100
0.0,1.0,1.0,0.0,50
0.0,0.0,1.0,0.0,48
0.0,0.0,1.0,0.0,60
0.05828220858895705,1.0,1.0,0.0,159
0.003067484662576687,0.0,0.0,0.0,155
0.0,1.0,1.0,0.0,85
0.0,1.0,0.0,0.0,75
0.0,0.0,1.0,0.0,78
0.0,0.0,0.0,0.0,225
0.0,1.0,0.0,0.0,180
0.0,1.0,1.0,0.0,50
0.7085889570552147,1.0,0.0,0.0,481
0.0,1.0,1.0,0.0,70
0.0,0.0,0.0,0.0,180
0.0,0.0,1.0,0.0,65
0.003067484662576687,1.0,1.0,0.0,99
0.0,1.0,1.0,0.0,75
0.0,0.0,0.0,0.0,260
0.0,0.0,0.0,0.0,114
0.0,0.0,0.0,0.0,60
0.0,0.0,0.0,0.0,100
0.003067484662576687,0.0,1.0,0.0,36
0.0,1.0,0.0,0.0,230
0.0,1.0,0.0,0.0,250
0.0,1.0,0.0,0.0,175
0.006134969325153375,0.0,1.0,0.0,59
0.024539877300613498,1.0,1.0,0.0,100
0.003067484662576687,0.0,1.0,0.0,39
0.003067484662576687,0.0,1.0,0.0,55
0.042944785276073615,1.0,0.0,0.0,136
0.02147239263803681,1.0,1.0,0.0,90
0.0,1.0,0.0,0.0,200
0.0,1.0,0.0,0.0,140
0.0,0.0,1.0,0.0,125
0.003067484662576687,1.0,1.0,0.0,50
0.024539877300613498,1.0,0.0,0.0,170
0.049079754601226995,1.0,0.0,0.0,153
0.0,1.0,0.0,0.0,135
0.0,0.0,0.0,0.0,86
0.0,0.0,1.0,0.0,95
0.0,0.0,1.0,0.0,40
0.0,1.0,0.0,0.0,325
0.009202453987730062,1.0,1.0,0.0,68
0.0,1.0,0.0,0.0,150
0.0,0.0,1.0,0.0,90
0.0,1.0,1.0,0.0,90
0.0,1.0,0.0,0.0,239
0.006134969325153375,0.0,1.0,0.0,100
0.0,1.0,0.0,0.0,75
0.0,1.0,1.0,0.0,115
0.006134969325153375,0.0,0.0,1.0,30
0.003067484662576687,0.0,1.0,0.0,69
0.0,1.0,1.0,0.0,65
1.0,1.0,0.0,0.0,165
0.0,0.0,0.0,0.0,107
0.0,1.0,0.0,0.0,150
0.14723926380368096,1.0,0.0,0.0,225
0.012269938650306749,0.0,0.0,0.0,172
0.0,1.0,0.0,0.0,199
0.003067484662576687,1.0,0.0,0.0,154
0.0,0.0,1.0,0.0,375
0.0,1.0,0.0,0.0,117
0.0,0.0,0.0,0.0,123
0.0,1.0,1.0,0.0,50
0.0,0.0,0.0,0.0,285
0.0,1.0,1.0,0.0,100
0.006134969325153375,0.0,0.0,1.0,25
0.0,1.0,0.0,0.0,299
0.006134969325153375,0.0,1.0,0.0,175
0.006134969325153375,0.0,1.0,0.0,33
0.0,0.0,0.0,0.0,1250
0.003067484662576687,0.0,0.0,0.0,47
0.0,1.0,0.0,0.0,100
0.0,1.0,1.0,0.0,39
0.0,0.0,1.0,0.0,43
0.0,1.0,0.0,0.0,275
0.0,0.0,0.0,0.0,300
0.0,1.0,0.0,0.0,150
0.0,0.0,0.0,0.0,88
0.0,0.0,0.0,0.0,75
0.0,0.0,1.0,0.0,44
0.0,0.0,1.0,0.0,125
0.006134969325153375,0.0,1.0,0.0,70
0.0,1.0,1.0,0.0,34
0.009202453987730062,0.0,0.0,0.0,80
0.0,0.0,0.0,0.0,57
0.0,1.0,0.0,0.0,305
0.0,0.0,0.0,0.0,150
0.0,0.0,0.0,0.0,200
0.006134969325153375,1.0,0.0,0.0,299
0.0,0.0,1.0,0.0,65
0.0,1.0,0.0,0.0,200
0.0,0.0,1.0,0.0,75
0.003067484662576687,0.0,1.0,0.0,50
0.012269938650306749,0.0,1.0,0.0,40
0.009202453987730062,0.0,1.0,0.0,73
0.0,1.0,0.0,0.0,200
0.0,0.0,1.0,0.0,48
0.09815950920245399,1.0,0.0,0.0,225
0.0,0.0,1.0,0.0,80
0.003067484662576687,1.0,1.0,0.0,60
0.003067484662576687,1.0,0.0,0.0,121
0.0,1.0,1.0,0.0,135
0.0,0.0,0.0,0.0,73
0.0,0.0,1.0,0.0,70
0.0,0.0,0.0,0.0,49
0.003067484662576687,0.0,1.0,0.0,60
0.003067484662576687,0.0,0.0,0.0,245
0.0,1.0,0.0,0.0,375
0.006134969325153375,0.0,1.0,0.0,38
0.0,1.0,0.0,0.0,229
0.14723926380368096,1.0,0.0,0.0,714
0.0,0.0,1.0,0.0,75
0.0,0.0,0.0,0.0,165
0.018404907975460124,0.0,1.0,0.0,100
0.024539877300613498,1.0,0.0,0.0,150
0.0,0.0,1.0,0.0,60
0.009202453987730062,0.0,0.0,1.0,28
0.003067484662576687,0.0,1.0,0.0,55
0.006134969325153375,1.0,0.0,0.0,129
0.003067484662576687,0.0,1.0,0.0,35
0.0,1.0,1.0,0.0,50
0.0,0.0,0.0,0.0,350
0.0,0.0,0.0,0.0,150
0.003067484662576687,1.0,0.0,0.0,219
0.0,0.0,1.0,0.0,67
0.0,1.0,0.0,0.0,130
0.003067484662576687,1.0,1.0,0.0,150
0.0,1.0,1.0,0.0,200
0.006134969325153375,0.0,0.0,0.0,80
0.003067484662576687,0.0,1.0,0.0,130
0.009202453987730062,0.0,1.0,0.0,79
0.0,1.0,0.0,0.0,160
0.0,0.0,1.0,0.0,75
0.0,1.0,1.0,0.0,78
0.0,0.0,0.0,0.0,125
0.0,1.0,0.0,0.0,290
0.0,0.0,0.0,0.0,120
0.2914110429447853,1.0,0.0,0.0,160
0.0,1.0,1.0,0.0,82
0.0,0.0,1.0,0.0,60
0.0,1.0,0.0,0.0,250
0.0,1.0,0.0,0.0,325
0.003067484662576687,0.0,1.0,0.0,32
0.003067484662576687,1.0,1.0,0.0,210
0.018404907975460124,0.0,1.0,0.0,40
0.0,1.0,0.0,0.0,200
0.0,0.0,0.0,0.0,139
0.0,0.0,0.0,0.0,229
0.0,0.0,1.0,0.0,89
0.0,0.0,1.0,0.0,60
0.009202453987730062,1.0,0.0,0.0,170
0.0,0.0,1.0,0.0,41
0.0,1.0,0.0,0.0,95
0.0,0.0,1.0,0.0,50
0.0,0.0,0.0,0.0,160
1.0,1.0,0.0,0.0,196
0.009202453987730062,1.0,1.0,0.0,70
0.003067484662576687,0.0,0.0,0.0,60
0.0,0.0,1.0,0.0,50
0.0,1.0,0.0,0.0,83
0.10122699386503069,0.0,0.0,1.0,36
0.15644171779141103,1.0,0.0,0.0,115
0.003067484662576687,1.0,0.0,0.0,120
0.012269938650306749,0.0,1.0,0.0,40
0.0,1.0,1.0,0.0,68
0.012269938650306749,1.0,1.0,0.0,80
0.006134969325153375,0.0,0.0,0.0,150
0.0,1.0,0.0,0.0,180
0.006134969325153375,1.0,1.0,0.0,67
0.003067484662576687,0.0,1.0,0.0,100
0.006134969325153375,0.0,1.0,0.0,69
0.012269938650306749,1.0,1.0,0.0,65
0.0,0.0,1.0,0.0,30
0.006134969325153375,1.0,0.0,0.0,125
0.0,0.0,0.0,0.0,200
0.0,1.0,0.0,0.0,180
0.0,1.0,0.0,0.0,67
0.006134969325153375,0.0,0.0,0.0,250
0.0,1.0,0.0,1.0,50
0.0,0.0,0.0,0.0,275
0.2638036809815951,1.0,0.0,0.0,225
0.0,1.0,1.0,0.0,90
0.0,0.0,0.0,0.0,496
0.02147239263803681,0.0,1.0,0.0,65
0.0,1.0,0.0,0.0,194
0.009202453987730062,0.0,1.0,0.0,65
0.0,0.0,1.0,0.0,80
0.006134969325153375,0.0,0.0,0.0,65
0.003067484662576687,1.0,1.0,0.0,77
0.0,1.0,0.0,0.0,100
0.0,1.0,0.0,0.0,120
0.0,1.0,0.0,0.0,150
0.0,1.0,0.0,0.0,140
0.0,0.0,0.0,0.0,85
0.0,0.0,1.0,0.0,120
0.003067484662576687,1.0,1.0,0.0,49
0.0,1.0,0.0,0.0,175
0.003067484662576687,0.0,1.0,0.0,80
0.009202453987730062,1.0,0.0,0.0,165
0.03680981595092024,0.0,1.0,0.0,85
0.006134969325153375,0.0,0.0,0.0,85
0.0,0.0,1.0,0.0,56
0.0,1.0,0.0,0.0,140
0.003067484662576687,1.0,0.0,0.0,130
0.003067484662576687,1.0,1.0,0.0,130
0.0,1.0,1.0,0.0,115
0.003067484662576687,1.0,0.0,0.0,400
0.0,0.0,0.0,0.0,171
0.0,1.0,0.0,0.0,150
0.0,0.0,1.0,0.0,53
0.0,1.0,1.0,0.0,79
0.0,1.0,0.0,0.0,112
0.0,0.0,0.0,0.0,300
0.009202453987730062,0.0,1.0,0.0,65
0.0,1.0,0.0,0.0,199
0.003067484662576687,1.0,0.0,0.0,200
0.0,0.0,1.0,0.0,30
0.003067484662576687,0.0,0.0,0.0,200
0.0,1.0,0.0,0.0,127
0.006134969325153375,0.0,1.0,0.0,42
0.0,0.0,1.0,0.0,60
0.0,1.0,0.0,0.0,103
0.012269938650306749,0.0,1.0,0.0,37
0.0,1.0,1.0,0.0,150
0.0,0.0,1.0,0.0,27
0.0,0.0,0.0,0.0,300
0.0,0.0,0.0,0.0,55
0.015337423312883437,1.0,1.0,0.0,110
0.0,0.0,0.0,0.0,110
0.0,1.0,1.0,0.0,99
0.0,0.0,0.0,0.0,60
0.015337423312883437,0.0,1.0,0.0,40
0.012269938650306749,0.0,0.0,0.0,150
0.003067484662576687,1.0,1.0,0.0,115
0.003067484662576687,1.0,1.0,0.0,99
1.0,1.0,0.0,0.0,188
0.15644171779141103,0.0,0.0,0.0,129
0.0,1.0,0.0,1.0,337
0.0,1.0,1.0,0.0,73
0.006134969325153375,1.0,1.0,0.0,95
0.003067484662576687,1.0,1.0,0.0,43
0.0,1.0,0.0,0.0,130
0.0,1.0,1.0,0.0,80
0.0,0.0,0.0,0.0,200
0.0,1.0,0.0,0.0,400
0.009202453987730062,0.0,1.0,0.0,165
0.0,0.0,0.0,0.0,150
0.2914110429447853,1.0,0.0,0.0,145
0.006134969325153375,1.0,1.0,0.0,85
0.0,0.0,0.0,1.0,42
0.006134969325153375,0.0,1.0,0.0,90
0.0,1.0,1.0,0.0,110
